,Headlines,Summary,Time,ner_text,GPE,LOC,PERSON,ORG,DATE,Type of Crime
73,4 killed in US drone attack,"MIRAMSHAH, Jan 23: Four suspected militants were killed when a US drone attacked a car in Momedkhel area in North Waziristan Agency on Monday. 
    ",2012-01-24,"[MIRAMSHAH, Jan 23, Four, US, Momedkhel, North Waziristan Agency, Monday]","['US', 'North Waziristan Agency']",['Momedkhel'],[],['MIRAMSHAH'],"['Jan 23', 'Monday']",['Murder']
74,Hunted mans luck outlasts his hunters,"ISLAMABAD, Jan 25: Police arrested here on Wednesday a man wanted for ordering the killing of an under-trial prisoner who, however, survived three attempts on his life. 
    ",2012-01-25,"[ISLAMABAD, Jan 25, Wednesday, three]",['ISLAMABAD'],[],[],[],"['Jan 25', 'Wednesday']",['Assault']
75,Two burnt in house fire,"RAWALPINDI, Jan 25: A mother and her three-and-a-half-year-old daughter were slightly burnt after being trapped in a fire that erupted in their house on Wednesday night. 
    ",2012-01-25,"[RAWALPINDI, Jan 25, three, Wednesday, night]",[],[],[],['RAWALPINDI'],"['Jan 25', 'Wednesday']",[]
76,Four children among seven killed in gas blast,"PESHAWAR, Jan 25: Seven people, including four children, were killed and two injured as a gas explosion damaged two houses in Shah Qabool Street of Peshawar city Wednesday morning. 
    ",2012-01-25,"[PESHAWAR, Jan 25, Seven, four, two, two, Shah Qabool Street, Peshawar, Wednesday morning]","['PESHAWAR', 'Peshawar']",[],[],[],['Jan 25'],['Murder']
77,JUI-F leader shot dead in Peshawar,"PESHAWAR/KOHAT, Jan 25: A local leader of Jamiat Ulema-i-Islam-Fazl, Haji Gul Rehman Afridi, was shot dead near Shahi Bagh here on Wednesday evening. 
    ",2012-01-25,"[PESHAWAR/KOHAT, Jan 25, Jamiat Ulema-i-Islam-Fazl, Haji Gul Rehman Afridi, Shahi Bagh, Wednesday evening]",[],[],"['Jamiat Ulema-i-Islam-Fazl', 'Haji Gul Rehman Afridi', 'Shahi Bagh']",['PESHAWAR/KOHAT'],['Jan 25'],['Murder']
78,22 militants killed,"PARACHINAR, Jan 26: Twenty-two militants were killed and as many security personnel injured in a gunfight in Jogi area of central Kurram Agency on Thursday, official sources said. 
    ",2012-01-26,"[PARACHINAR, Jan 26, Twenty-two, Jogi area, Kurram Agency, Thursday]",[],['Jogi area'],[],"['PARACHINAR', 'Kurram Agency']","['Jan 26', 'Thursday']","['Murder', 'Assault', 'Terrorism']"
79,Three Hazara men shot dead in Quetta,"QUETTA, Jan 25: An inspector of the Federal Investigation Agency (FIA), a TV artiste and another government official were gunned down near Mecongi Road on Wednesday evening, police said. 
    ",2012-01-26,"[QUETTA, Jan 25, the Federal Investigation Agency, FIA, Mecongi Road, Wednesday, evening]",['QUETTA'],[],[],"['the Federal Investigation Agency', 'FIA']","['Jan 25', 'Wednesday']",['Murder']
80,Policeman shot dead in Karachi,"KARACHI, Jan 27: A police constable was shot dead near a medical store in the citys Aram Bagh area on Friday night 
    ",2012-01-27,"[KARACHI, Jan 27, Aram Bagh, Friday, night]",['KARACHI'],[],['Aram Bagh'],[],"['Jan 27', 'Friday']",['Murder']
81,FC man killed in Dera Bugti,"QUETTA, Jan 27: A security man was killed and another injured in a landmine blast and an exchange of fire with unidentified men in the Uch gas field area of Dera Bugti district on Friday 
    ",2012-01-27,"[QUETTA, Jan 27, Dera Bugti, Friday]","['QUETTA', 'Dera Bugti']",[],[],[],"['Jan 27', 'Friday']","['Murder', 'Assault', 'Terrorism']"
82,Minibus set on fire,"KARACHI, Jan 27: Armed men resorted to heavy firing near Alladin Park and set a minibus on fire on the Rashid Minhas Road on the eve of a strike called by nationalist parties 
    ",2012-01-27,"[KARACHI, Jan 27, Alladin Park, the Rashid Minhas Road]",['KARACHI'],[],[],[],['Jan 27'],['Terrorism']
83,Police solve murder case,"RAWALPINDI, Jan 27: Police on Friday claimed to have solved mystery surrounding the murder of a young man whose strangulated body was found stuffed in a sack from a nullah near Jhanda Chichi 
    ",2012-01-27,"[RAWALPINDI, Jan 27, Friday, Jhanda Chichi]",[],[],['Jhanda Chichi'],[],"['Jan 27', 'Friday']",['Murder']
84,Policeman kills Afghan driver,"PESHAWAR, Jan 27: A police constable on Friday shot down an Afghan trailer driver on Ring Road in the provincial capital 
    ",2012-01-27,"[PESHAWAR, Jan 27, Friday, Afghan, Ring Road]",['PESHAWAR'],[],[],[],"['Jan 27', 'Friday']",['Assault']
85,Eight injured on road,"NOWSHERA, Jan 27: Eight persons sustained injuries in a road accident here on Friday 
    ",2012-01-27,"[NOWSHERA,, Jan 27, Eight, Friday]",[],[],[],"['NOWSHERA,']","['Jan 27', 'Friday']",['Murder']
86,"Security men hurt in Kohat, Khyber Policeman, attacker killed in Dera firing","DERA ISMAIL KHAN, Jan 28: A policeman and an attacker were killed in exchange of fire in Dera Ismail Khan city here on Saturday, sources said. 
    ",2012-01-28,"[DERA ISMAIL KHAN, Jan 28, Dera Ismail Khan, Saturday]",[],[],"['DERA ISMAIL KHAN', 'Dera Ismail Khan']",[],"['Jan 28', 'Saturday']",[]
87,"Woman, son killed as car hits bike","TOBA TEK SINGH, Jan 28: A 40-year-old woman and her 18-year-old son were killed in an accident on Pirmahal-Shorkot Road near Chak 333-GB on Saturday. 
    ",2012-01-28,"[TOBA, Jan 28, 40-year-old, 18-year-old, Pirmahal-Shorkot Road, Chak 333-GB, Saturday]",['TOBA'],[],[],[],"['Jan 28', '40-year-old', '18-year-old', 'Saturday']",['Murder']
88,Shot dead,"FAISALABAD, Jan 28: Three unidentified people gunned down a man near toll plaza on Khurrianwala-Faisalabad Road on Saturday night. 
    ",2012-01-28,"[FAISALABAD, Jan 28, Three, Khurrianwala-Faisalabad Road, Saturday, night]",['FAISALABAD'],[],[],[],"['Jan 28', 'Saturday']",[]
89,Man dies after consuming liquor,"KARACHI, Jan 29: A man died and five others were reported to have fallen unconscious after consuming contaminated liquor in Qayyumabad area of the city on Sunday night. 
    ",2012-01-29,"[KARACHI, Jan 29, five, Qayyumabad, Sunday, night]","['KARACHI', 'Qayyumabad']",[],[],[],"['Jan 29', 'Sunday']",['Drug']
90,Three killed in Dera Bugti attack,"UETTA, Jan 29: Three tribal volunteers including a 'commander' of a pro-government 'peace force' were killed when some armed men attacked their checkpost in Dera Bugti district on Saturday night. 
    ",2012-01-29,"[UETTA, Jan 29, Three, Dera Bugti, Saturday, night]",['Dera Bugti'],[],[],['UETTA'],"['Jan 29', 'Saturday']",['Murder']
91,"Driver killed, passengers hurt as forces open fire in Bara","LANDI KOTAL, Jan 29: A driver was killed and eight passengers received injuries when security forces opened firing on a vehicle in Bara tehsil of Khyber Agency on Sunday. 
    ",2012-01-29,"[LANDI KOTAL, Jan 29, eight, Bara tehsil, Khyber Agency, Sunday]",[],['Bara tehsil'],['LANDI KOTAL'],['Khyber Agency'],"['Jan 29', 'Sunday']",['Murder']
92,Landmine kills FC man in FR Kohat,"KOHAT, Jan 29: A security man was killed and a volunteer received injuries on Sunday in the ongoing search operation in Frontier Region of Kohat. 
    ",2012-01-29,"[KOHAT, Jan 29, Sunday, Frontier Region, Kohat]",['Kohat'],['Frontier Region'],[],['KOHAT'],"['Jan 29', 'Sunday']",[]
93,Peace body leader shot dead in Peshawar,"PESHAWAR, Jan 30: Suspected militants shot dead Malik Wazir, leader of a peace body of Mohmand Agency, at Bakhshi Pul area here on Monday 
    ",2012-01-30,"[PESHAWAR, Jan 30, Malik Wazir, Mohmand Agency, Bakhshi Pul, Monday]",['PESHAWAR'],[],['Malik Wazir'],"['Mohmand Agency', 'Bakhshi Pul']","['Jan 30', 'Monday']",['Murder']
94,Pesco officials among 13 kidnapped in Peshawar,"PESHAWAR, Jan 31: Unidentified armed men kidnapped 13 persons including three Pesco officials in Badhber area on the outskirts of Peshawar on Tuesday, police said. 
    ",2012-01-31,"[PESHAWAR, Jan 31, 13, three, Pesco, Badhber, Peshawar, Tuesday]","['PESHAWAR', 'Badhber', 'Peshawar']",[],[],['Pesco'],"['Jan 31', 'Tuesday']",['Kidnapping']
95,Two girls killed in Jaffarabad,"QUETTA, Jan 30: Two young girls were killed and a man was injured in an armed attack in Usta Mohammad area of Jaffarabad district on Monday 
    ",2012-01-31,"[QUETTA, Jan 30, Two, Usta Mohammad, Jaffarabad, Monday]","['QUETTA', 'Jaffarabad']",['Usta Mohammad'],[],[],"['Jan 30', 'Monday']",[]
96,Taliban kill three policemen in ambush,"LAKKI MARWAT, Feb 2: Three constables were killed when Taliban attacked the vehicle of a police patrol on the Bannu-Dera Ismail Khan road near Darra Pezu town on Thursday 
    ",2012-02-02,"[LAKKI MARWAT, Feb 2, Three, Taliban, Bannu, Darra Pezu, Thursday]",[],[],"['LAKKI MARWAT', 'Bannu']",['Taliban'],"['Feb 2', 'Thursday']","['Murder', 'Assault']"
97,Three killed in ambush,"PESHAWAR, Feb 2: Armed men opened indiscriminate fire at a passenger van at Hazar Khwani area in the suburbs of Peshawar on Thursday evening, killing three persons and injuring one 
    ",2012-02-02,"[PESHAWAR, Feb 2, Hazar Khwani, Peshawar, Thursday, evening, three, one]","['PESHAWAR', 'Peshawar']",[],['Hazar Khwani'],[],"['Feb 2', 'Thursday']",['Assault']
98,Landmine kills two policemen,"QUETTA, Feb 4: Two policemen were killed and a passer-by was injured when a landmine exploded in the Manjhoti area of Nasirabad district on Saturday. 
    ",2012-02-05,"[QUETTA, Feb 4, Two, Manjhoti, Nasirabad, Saturday]","['QUETTA', 'Manjhoti', 'Nasirabad']",[],[],[],"['Feb 4', 'Saturday']",['Terrorism']
99,Five injured in gas leakage fire,"RAWALPINDI, Feb 4: Three women and two children sustained burn injuries when a fire broke out in a house due to gas leakage early Saturday. The condition of one of the women was stated to be critical. 
    ",2012-02-05,"[RAWALPINDI, Feb 4, Three, two, early Saturday, one]",[],[],[],['RAWALPINDI'],"['Feb 4', 'early Saturday']",['Murder']
100,Five killed as jeep veers off road in GB,"GILGIT, Feb 4: Five people two women and two children among them were killed while eight others were critically injured when the jeep they were traveling in fell into a deep ravine in Hopar valley of Nagar, some 55 kilometers southeast of Gilgit on Saturd 
    ",2012-02-05,"[GILGIT, Feb 4, Five, two, two, eight, jeep, Hopar, Nagar, some 55 kilometers, Gilgit, Saturd]","['GILGIT', 'Hopar', 'Nagar', 'Gilgit']",[],[],"['jeep', 'Saturd']",['Feb 4'],['Assault']
101,Man kills father,"KARAK, Feb 4: A man allegedly shot dead his father over a domestic issue in Jandri area of Karak here on Saturday.The police registered a case on the report of Amal Bibi, wife of the deceased, Malik Muqadar Khan, against her son Habibullah. 
    ",2012-02-05,"[KARAK, Feb 4, Jandri, Karak, Saturday, Amal Bibi, Malik Muqadar Khan, Habibullah]","['Jandri', 'Karak']",[],"['Amal Bibi', 'Malik Muqadar Khan', 'Habibullah']",['KARAK'],"['Feb 4', 'Saturday']",['Drug']
102,Constable injured by robbers,"SHEIKHUPURA, Feb 4: Four robbers looted cash, ornaments and other valuable worth Rs300,000 from passengers of a van and injured a constable on resistance near Qila Sattar Shah on Saturday. 
    ",2012-02-05,"[SHEIKHUPURA, Feb 4, Four, Qila, Sattar Shah, Saturday]",['Qila'],[],['Sattar Shah'],['SHEIKHUPURA'],"['Feb 4', 'Saturday']","['Burglary', 'Assault']"
103,"Two brothers kill wives, mother-in-law","DERA GHAZI KHAN, Feb 4: Two brothers shot dead their wives (sisters) and their mother-in-law allegedly for having loose character in Damreywala village in the limits of Kot Chhuta police station on Saturday. 
    ",2012-02-05,"[DERA GHAZI KHAN, Feb 4, Two, Damreywala, Kot Chhuta, Saturday]",['Damreywala'],[],"['DERA GHAZI KHAN', 'Kot Chhuta']",[],"['Feb 4', 'Saturday']",['Murder']
104,Man held for selling sub-standard seeds,"SAHIWAL, Feb 4: A joint team of Fateh Sher police and the agriculture department during a raid on Saturday arrested a person for selling substandard corn seeds and pesticides worth Rs350,000 on Kacha Noor Shah Road. 
    ",2012-02-05,"[SAHIWAL, Feb 4, Fateh Sher, the agriculture department, Saturday, Kacha Noor Shah Road]",[],[],"['Fateh Sher', 'Kacha Noor Shah Road']",['the agriculture department'],"['Feb 4', 'Saturday']","['Drug', 'Fraud']"
105,4 killed in Peshawar blast,"PESHAWAR, Feb 3: Four people were killed and several others injured in a car bomb attack on the house of a tribal elder in the citys Peshtakhara area on Friday evening. 
    ",2012-02-05,"[PESHAWAR, Feb 3, Four, Friday, evening]",['PESHAWAR'],[],[],[],"['Feb 3', 'Friday']",['Terrorism']
106,Two children injured in shelling,"PESHAWAR, Feb 6: Hangers at a helipad near a paramilitary base in North Waziristan were damaged in a rocket attack on Saturday night. 
    ",2012-02-06,"[PESHAWAR, Feb 6, North Waziristan, Saturday night]","['PESHAWAR', 'North Waziristan']",[],[],[],['Feb 6'],['Assault']
107,"Militant attack in Kurram: Soldier killed, 12 injured","PARACHINAR, Feb 6: A soldier was killed and 12 injured after militants attacked a vehicle of security forces in Shaheedano Dhand area of Lower Kurram Agency near Pak-Afghan border on Monday. 
    ",2012-02-06,"[PARACHINAR, Feb 6, 12, Shaheedano Dhand, Lower Kurram Agency, Pak-Afghan, Monday]","['Shaheedano Dhand', 'Pak-Afghan']",[],[],"['PARACHINAR', 'Lower Kurram Agency']","['Feb 6', 'Monday']","['Murder', 'Assault']"
108,Grenade attack on tyre shop,"QUETTA, Feb 8: Four people were wounded when unidentified men hurled a grenade attack into a tyre shop in the Zarghoon road area on Wednesday evening, officials said. 
    ",2012-02-08,"[QUETTA, Feb 8, Four, the Zarghoon road area, Wednesday, evening]",['QUETTA'],[],[],[],"['Feb 8', 'Wednesday']",['Terrorism']
109,Trader killed as groups clash in Peshawar,"PESHAWAR, Feb 8: One trader was killed and three others sustained injuries when two groups of shopkeepers opened fire on each other at Shaheen Bazaar here on Wednesday, police said. 
    ",2012-02-08,"[PESHAWAR, Feb 8, One, three, two, Shaheen Bazaar, Wednesday]",['PESHAWAR'],[],[],['Shaheen Bazaar'],"['Feb 8', 'Wednesday']",['Terrorism']
110,"Man killed, five injured in Jamrud blast","LANDI KOTAL/GHALANAI, Feb 15: One person was killed and five others received injuries when a remote controlled bomb went off at a market in Jamrud tehsil of Khyber Agency on Wednesday. 
    ",2012-02-15,"[LANDI KOTAL/GHALANAI, Feb 15, One, five, Jamrud, Khyber Agency, Wednesday]",['Jamrud'],[],['LANDI KOTAL/GHALANAI'],['Khyber Agency'],"['Feb 15', 'Wednesday']",['Murder']
111,Chinese woman among two shot dead in Peshawar,"PESHAWAR, Feb 28: Two unidentified armed men killed two people, including a Chinese woman, in busy Jahangirpura Bazaar on Tuesday evening and fled. 
    ",2012-02-28,"[PESHAWAR, Feb 28, Two, two, Chinese, Jahangirpura Bazaar, Tuesday, evening]",['PESHAWAR'],[],[],[],"['Feb 28', 'Tuesday']",[]
112,Two injured in exchange of fire in GB,"GILGIT, Feb 27: Two people were injured following an exchange of fire between two groups over a land dispute in Chilmish Das, some 15km south of Gilgit town on Monday, police said. 
    ",2012-02-28,"[GILGIT, Feb 27, Two, two, Chilmish Das, some 15km, Gilgit, Monday]","['GILGIT', 'Gilgit']",[],['Chilmish Das'],[],"['Feb 27', 'Monday']",['Assault']
113,Four injured in Badhber blast,"PESHAWAR/MARDAN, March 7: Four persons were injured in a bomb blast in Peshawar while a CD market was blown up in Mardan on Wednesday. 
    ",2012-03-07,"[PESHAWAR/MARDAN, March 7, Four, Peshawar, Mardan, Wednesday]","['Peshawar', 'Mardan']",[],[],['PESHAWAR/MARDAN'],"['March 7', 'Wednesday']",[]
114,Suicide attacker kills tribal elder,"KALAYA, March 9: An unidentified man, with explosives strapped to his body, shot dead a pro-government elder in a market near Kalaya in Orakzai on Friday and then blew himself up when members of a peace committee tried to capture him. 
    ",2012-03-09,"[KALAYA, March 9, Kalaya, Orakzai, Friday]",['Orakzai'],['Kalaya'],[],['KALAYA'],"['March 9', 'Friday']","['Drug', 'Fraud']"
115,Armyman held with ammunition,"ISLAMABAD, March 13: The capital police arrested a serving armyman after recovering hand grenades and SMG (submachine gun) bullets from his possession. 
    ",2012-03-13,"[ISLAMABAD, March 13, SMG]",['ISLAMABAD'],[],[],[],['March 13'],[]
116,Two die in road accidents,"RAWALPINDI, March 13: A university student and a pedestrian were killed in separate accidents on Adiala on Tuesday. 
    ",2012-03-13,"[RAWALPINDI, March 13, Adiala, Tuesday]",['Adiala'],[],[],['RAWALPINDI'],"['March 13', 'Tuesday']",['Murder']
117,Militants kill three tribesmen in Tirah,"LANDI KOTAL, March 13: Four persons including a militant commander were killed and five people were injured in separate incidents in Khyber Agency on Tuesday. 
    ",2012-03-13,"[LANDI KOTAL, March 13, Four, five, Khyber Agency, Tuesday]",[],[],['LANDI KOTAL'],['Khyber Agency'],"['March 13', 'Tuesday']","['Murder', 'Assault']"
118,Four killed in Balochistan violence,"QUETTA, March 26: Four people, among them a security man, were killed in separate incidents in Balochistan on Monday, sources said. 
    ",2012-03-26,"[QUETTA, March 26, Four, Balochistan, Monday]","['QUETTA', 'Balochistan']",[],[],[],"['March 26', 'Monday']",['Murder']
119,Three hurt in Peshawar blast,"PESHAWAR, March 27: Three persons received injuries in a blast outside the residence of a leader of Pakistan Peoples Party-Sherpao at Dalazak Road here on Tuesday evening, police said. 
    ",2012-03-27,"[PESHAWAR, March 27, Three, Pakistan Peoples Party-Sherpao, Dalazak Road, Tuesday, evening]",['PESHAWAR'],[],[],['Pakistan People\x92s Party-Sherpao'],"['March 27', 'Tuesday']","['Murder', 'Fraud']"
